store_id,event_time,coef,se,t,p,raw_mean_diff,n_events,weight_sum
CA_1,-8,0.04370447479855871,0.02864888819635614,1.5255207985389638,0.12712924994769428,0.022125093021619403,895.0,895.0
CA_1,-7,0.07096073945703325,0.02685898146383048,2.641974326263719,0.008242430357539418,0.0493813576800947,899.0,899.0
CA_1,-6,0.05851797881285396,0.026270666295385138,2.227502650860956,0.025913698840265446,0.03693859703591473,901.0,901.0
CA_1,-5,0.08426626835611581,0.02605590078955077,3.23405700062802,0.0012204509490852764,0.06268688657917629,901.0,901.0
CA_1,-4,0.10122968953239748,0.02427928648563132,4.169384861960669,3.054228630841943e-05,0.07965030775545805,901.0,901.0
CA_1,-3,0.10310887594897636,0.022897312837449845,4.503099410876546,6.696953797408787e-06,0.08152949417203763,901.0,901.0
CA_1,-2,0.08757626719256767,0.021532341458794128,4.067196656720314,4.758208676772684e-05,0.06599688541562843,901.0,901.0
CA_2,-8,0.041841597249837256,0.028896910989650394,1.447960900209129,0.14762798595749832,0.019420705966002372,809.0,809.0
CA_2,-7,0.0764033032000804,0.027717502707009463,2.7565002521225987,0.005842356765888273,0.053982411916247586,810.0,810.0
CA_2,-6,0.057069640557635234,0.02713803333041406,2.102939437902315,0.03547106382411846,0.03464874927380454,812.0,812.0
CA_2,-5,0.05660898752248239,0.025467951130238357,2.22275389303971,0.026232399661465025,0.034188096238648935,812.0,812.0
CA_2,-4,0.09015961835750576,0.023534262598374777,3.8309939808240254,0.00012762662801879044,0.06773872707367115,812.0,812.0
CA_2,-3,0.07464125447431683,0.02375809591365344,3.1417187111961087,0.0016795931243007852,0.0522203631904839,812.0,812.0
CA_2,-2,0.08313725822304707,0.021880091013719617,3.7996760694878726,0.0001448853453393283,0.06071636693921484,812.0,812.0
CA_3,-8,0.29878955985131395,0.0340665388801175,8.770763619479366,1.7745864023980784e-18,0.0651576750031813,779.0,779.0
CA_3,-7,0.3037990932440967,0.03290425283050488,9.232821508180566,2.635951076316938e-20,0.07016720839596294,781.0,781.0
CA_3,-6,0.3101917737417959,0.032904780263826434,9.426951684670643,4.221798965270255e-21,0.07655988889366169,784.0,784.0
CA_3,-5,0.31294993653255243,0.03286114380400116,9.523403640455381,1.6759790178697656e-21,0.07931805168441677,784.0,784.0
CA_3,-4,0.2825684121346044,0.030886453373451712,9.148619581472717,5.766567522883342e-20,0.048936527286469404,784.0,784.0
CA_3,-3,0.27843269910477475,0.02999367070973408,9.283048473770595,1.6469754769190554e-20,0.04480081425664016,784.0,784.0
CA_3,-2,0.2116781541321816,0.02626410073989678,8.059600297322554,7.654431670883609e-16,-0.02195373071595284,784.0,784.0
CA_4,-8,0.04963201575561671,0.02677090828419273,1.8539533746384933,0.06374583078509331,0.04803401346073038,905.0,905.0
CA_4,-7,0.04852820677054898,0.02528208884292012,1.9194698298886248,0.05492490094249327,0.04693020447566331,909.0,909.0
CA_4,-6,0.07171820873312154,0.024923465893836795,2.8775375398674545,0.0040079222011084,0.07012020643823712,911.0,911.0
CA_4,-5,0.04613761102742473,0.023460797772786837,1.9665832114601696,0.049231280525203244,0.0445396087325385,911.0,911.0
CA_4,-4,0.06918638126275692,0.023998214650219632,2.882980349628789,0.00393932014098081,0.06758837896787084,911.0,911.0
CA_4,-3,0.06415800149240261,0.022318384632560164,2.874670481249923,0.004044493578994954,0.06255999919751719,911.0,911.0
CA_4,-2,0.03763775446714125,0.019502867385869843,1.9298574780040005,0.053624499349433766,0.036039752172256787,911.0,911.0
TX_1,-8,0.05975809947567591,0.02521435092961325,2.3700034810530224,0.01778791778390575,0.07553446321254599,774.0,774.0
TX_1,-7,0.07190970722117992,0.02506320896885322,2.869134088557623,0.004115972669465542,0.08768607095804916,777.0,777.0
TX_1,-6,0.022981413344960323,0.025625023567984934,0.8968348178876429,0.36980706586974066,0.03875777708182736,778.0,778.0
TX_1,-5,0.06149716594960209,0.024370270132701648,2.5234503193742244,0.011620947967947196,0.07727352968647032,778.0,778.0
TX_1,-4,0.04050086902449293,0.024245492626539293,1.67044941706651,0.09483047937832086,0.05627723276136196,778.0,778.0
TX_1,-3,0.05335227477032434,0.02316829099550679,2.302814427731047,0.021289286410670603,0.069128638507192,778.0,778.0
TX_1,-2,0.03448757074500172,0.0210401290486,1.6391330426415094,0.10118555480705088,0.05026393448187077,778.0,778.0
TX_2,-8,-0.013523945586929287,0.027471054104786844,-0.49229802159549213,0.6225086785249198,0.013730236209737593,818.0,818.0
TX_2,-7,0.003986867550796642,0.025628666734374122,0.1555628153472887,0.8763776370884506,0.03124104934746248,822.0,822.0
TX_2,-6,0.03932966901072342,0.02532537354763323,1.552974882552086,0.12042913537151781,0.0665838508073884,824.0,824.0
TX_2,-5,0.028491885440909595,0.024949192517445325,1.1419962959116652,0.25345555934861175,0.055746067237574554,824.0,824.0
TX_2,-4,0.043636952862010484,0.024621831814136262,1.7722870171242486,0.07634692525102203,0.07089113465867695,824.0,824.0
TX_2,-3,0.03865389718263478,0.023932620567949755,1.6151134420440176,0.10628613051156761,0.06590807897930165,824.0,824.0
TX_2,-2,0.05092289313832532,0.02140847599899763,2.3786323295833665,0.01737699857416206,0.07817707493498906,824.0,824.0
TX_3,-8,0.01277590981783714,0.02541742905664399,0.5026436697970278,0.6152148204248713,0.027006581846690386,864.0,864.0
TX_3,-7,0.04405589194443469,0.024737722865410348,1.7809194558499997,0.07492560973168659,0.058286563973285827,867.0,867.0
TX_3,-6,0.03436626372257512,0.02348193422931848,1.4635192904878747,0.14332533909207748,0.048596935751427005,867.0,867.0
TX_3,-5,0.03286201165494704,0.02344537366495866,1.401641625531541,0.16102229030269333,0.04709268368380005,867.0,867.0
TX_3,-4,0.051264902988602444,0.02296679277932342,2.2321315597341607,0.025606269126871063,0.06549557501745486,867.0,867.0
TX_3,-3,0.036234332252934306,0.02341839426851228,1.547259467813042,0.12180069127752578,0.0504650042817859,867.0,867.0
TX_3,-2,0.036833210436269796,0.02060661776058622,1.7874457062390796,0.07386547993949809,0.051063882465122314,867.0,867.0
WI_1,-8,0.020124874842894415,0.026542015128637377,0.758227088084988,0.4483150474985297,0.005934880397978224,891.0,891.0
WI_1,-7,0.03516350618581848,0.0259414363912362,1.3554957272025914,0.1752596690084841,0.02097351174090467,894.0,894.0
WI_1,-6,0.07434244182709002,0.024311583273466622,3.057902111551348,0.0022289237309094925,0.06015244738217591,894.0,894.0
WI_1,-5,0.0704957861727639,0.02328350616390412,3.0277135100061474,0.0024641157381021855,0.05630579172784878,894.0,894.0
WI_1,-4,0.11625738367762749,0.022781558541125436,5.103135655436339,3.3407135083556714e-07,0.10206738923271279,894.0,894.0
WI_1,-3,0.08523565100943484,0.022065144180206667,3.862909315856394,0.00011204460937498026,0.07104565656451918,894.0,894.0
WI_1,-2,0.10305060580567578,0.02017046534703023,5.108985044851645,3.238939864017451e-07,0.08886061136076102,894.0,894.0
WI_2,-8,0.065333673667068,0.024580607481418094,2.657935680249462,0.007862089624391454,0.04066659733453548,891.0,891.0
WI_2,-7,0.067226155619524,0.023607323638263702,2.847682212928243,0.004403887558919447,0.04255907928699379,892.0,892.0
WI_2,-6,0.06195515711263309,0.023752575708259845,2.608355315802171,0.009097846330796478,0.03728808078010279,895.0,895.0
WI_2,-5,0.06922724335160363,0.023701452026367118,2.920801783561214,0.003491318785437739,0.04456016701907462,895.0,895.0
WI_2,-4,0.09631947063608856,0.02161311183795807,4.456529506636213,8.329714056187469e-06,0.07165239430355871,895.0,895.0
WI_2,-3,0.07793914710802327,0.021793249099003494,3.5762977220127805,0.000348494742252529,0.05327207077549351,895.0,895.0
WI_2,-2,0.07013489650113024,0.01742214195889052,4.025618472551844,5.682576114821042e-05,0.0454678201685999,895.0,895.0
WI_3,-8,0.026909042448392824,0.02701474098610306,0.9960873754901219,0.31920769326873544,0.040799238590275275,865.0,865.0
WI_3,-7,-0.012130269035848979,0.026524272344926648,-0.4573271182750904,0.6474359407466034,0.0017599271060348765,867.0,867.0
WI_3,-6,0.04174052290226042,0.0247060775209132,1.6894840092251755,0.09112671374137137,0.05563071904414204,869.0,869.0
WI_3,-5,0.026662105625560546,0.026019669254196045,1.0246904126677514,0.3055092882074777,0.04055230176744227,869.0,869.0
WI_3,-4,0.07487022712298236,0.024909068960441864,3.00574169359296,0.0026493395170104593,0.0887604232648641,869.0,869.0
WI_3,-3,0.04808757564720981,0.02369837601639128,2.029150673191675,0.04244294594594626,0.06197777178909121,869.0,869.0
WI_3,-2,0.037492672848833924,0.021595642714418713,1.7361221124389725,0.08254224528265092,0.05138286899071541,869.0,869.0
