store_id,direction,event_time,coef,se,t,p,raw_mean_diff,n_events,weight_sum
CA_1,down,-8,0.04602636372273758,0.03861997600342893,1.1917760828916895,0.2333490562039514,0.03512176329806212,422.0,422.0
CA_1,down,-7,0.051612389912376266,0.03773720075874233,1.3676793422580387,0.17141246888813555,0.040707789487697314,423.0,423.0
CA_1,down,-6,0.01929532444738248,0.038023317850345635,0.507460304314477,0.6118318822183824,0.008390724022703097,425.0,425.0
CA_1,down,-5,0.039068513386338835,0.03516049633249241,1.111147949018995,0.26650467164936853,0.028163912961660296,425.0,425.0
CA_1,down,-4,0.05994312749130487,0.03346173818701688,1.7913931176044746,0.07323023258755375,0.04903852706662335,425.0,425.0
CA_1,down,-3,0.062314202446102335,0.03107625910201202,2.0052028219209896,0.04494136853220121,0.05140960202142258,425.0,425.0
CA_1,down,-2,0.04191039582375396,0.028608694288440754,1.4649531153432511,0.1429337097670653,0.031005795399075515,425.0,425.0
CA_1,up,-8,0.04164019161402419,0.04192697279878435,0.99315998352334,0.32063199605974835,0.010529755058281494,473.0,473.0
CA_1,up,-7,0.08819960798664306,0.03811956797963148,2.3137620036452398,0.020680780667497928,0.05708917143090162,476.0,476.0
CA_1,up,-6,0.09353820592488174,0.036332263029419984,2.5745218746528216,0.010037873899374187,0.062427769369139414,476.0,476.0
CA_1,up,-5,0.12462140672198702,0.03801095175117251,3.278565807501594,0.0010433603390639,0.09351097016624411,476.0,476.0
CA_1,up,-4,0.13809269135480223,0.03489840818194588,3.95699112219801,7.589975044971497e-05,0.10698225479906048,476.0,476.0
CA_1,up,-3,0.13953269157654508,0.03326662500587447,4.1943747390035915,2.736253051949001e-05,0.10842225502080106,476.0,476.0
CA_1,up,-2,0.12834936662900945,0.03169875659726901,4.049034738481424,5.142931134571673e-05,0.09723893007326499,476.0,476.0
CA_2,down,-8,0.0142752152590535,0.03786654890321924,0.37698749087324107,0.70618290110693,0.049295723408342186,401.0,401.0
CA_2,down,-7,0.0041769772065477825,0.03487913729095724,0.11975574887945135,0.904676636863603,0.0391974853558336,401.0,401.0
CA_2,down,-6,-0.03511178540408598,0.0358112395762767,-0.9804683060271927,0.3268550069570785,-9.127725479899688e-05,402.0,402.0
CA_2,down,-5,-0.03837403021072905,0.0335440989929753,-1.1439875078703177,0.25262881773263246,-0.003353522061444474,402.0,402.0
CA_2,down,-4,-0.0051538521863518875,0.029256470193381318,-0.17616110734772925,0.860167374743955,0.029866655962936563,402.0,402.0
CA_2,down,-3,-0.019082814028179452,0.02888120243386162,-0.6607347485576259,0.5087824352578197,0.015937694121110242,402.0,402.0
CA_2,down,-2,-0.018351716520812432,0.02666807164470935,-0.6881531130299483,0.49135636650419634,0.016668791628475864,402.0,402.0
CA_2,up,-8,0.0687997330205654,0.04360694305020135,1.57772428444162,0.11462896481005584,-0.009941749902571803,408.0,408.0
CA_2,up,-7,0.14721962968223518,0.042734503886762476,3.4449827725234976,0.0005710957886884175,0.06847814675909845,409.0,409.0
CA_2,up,-6,0.14745240454937705,0.04027768470049734,3.660895745269994,0.00025133502015588563,0.06871092162624019,410.0,410.0
CA_2,up,-5,0.14973867808041363,0.03775619876197125,3.9659362698141436,7.310839633284077e-05,0.07099719515727711,410.0,410.0
CA_2,up,-4,0.18361331386635654,0.036215064767417864,5.0700810573049315,3.976463094369922e-07,0.1048718309432207,410.0,410.0
CA_2,up,-3,0.16653656066456513,0.037088423540338915,4.490257195306051,7.113722430786073e-06,0.08779507774143075,410.0,410.0
CA_2,up,-2,0.1826459602889779,0.03390491196322435,5.387005885374029,7.164108918124039e-08,0.10390447736584182,410.0,410.0
CA_3,down,-8,0.3638674183052021,0.04601909250908025,7.906879481237177,2.6392090417236507e-15,0.054128258783020765,486.0,486.0
CA_3,down,-7,0.41184836002944,0.04461330041591682,9.231515180224227,2.668302901625492e-20,0.10210920050725966,487.0,487.0
CA_3,down,-6,0.39091763148794784,0.04553701513618655,8.584612546932185,9.114308128708265e-18,0.08117847196576591,489.0,489.0
CA_3,down,-5,0.3717576622364488,0.045583749583797004,8.15548667300928,3.477765785212591e-16,0.062018502714268633,489.0,489.0
CA_3,down,-4,0.3284366031114279,0.04369402077330406,7.516740215221721,5.6158849392032545e-14,0.018697443589247173,489.0,489.0
CA_3,down,-3,0.3221450720777811,0.042429298302384275,7.5925147237157695,3.137558177540163e-14,0.012405912555599072,489.0,489.0
CA_3,down,-2,0.23769338766683448,0.03678661281680828,6.461409993100243,1.0373184822332983e-10,-0.0720457718553475,489.0,489.0
CA_3,up,-8,0.19092660398865485,0.048296596159680044,3.9532103537360284,7.71095915265464e-05,0.08345220156631447,293.0,293.0
CA_3,up,-7,0.12473089599448814,0.044953261580499344,2.7746795584816075,0.005525612205296639,0.017256493572148274,294.0,294.0
CA_3,up,-6,0.17637840276597339,0.04322234245224068,4.080722902995504,4.489585160164013e-05,0.06890400034363127,295.0,295.0
CA_3,up,-5,0.21546865561998527,0.04338271010260453,4.966694222430548,6.810384292593669e-07,0.10799425319764538,295.0,295.0
CA_3,up,-4,0.20653605488827181,0.03839841104238859,5.378765664555065,7.499825080218539e-08,0.0990616524659327,295.0,295.0
CA_3,up,-3,0.20597388424443536,0.037308684933807734,5.520802585507095,3.37454741394583e-08,0.09849948182209474,295.0,295.0
CA_3,up,-2,0.16855459752728189,0.03396861112692185,4.96206915547671,6.974615205602786e-07,0.06108019510494204,295.0,295.0
CA_4,down,-8,0.010026071788292994,0.03583670721878891,0.27977101040790936,0.7796531942158811,0.027158611059324888,429.0,429.0
CA_4,down,-7,0.008313076298476024,0.032390501792737454,0.2566516675681748,0.7974476856066459,0.025445615569509132,431.0,431.0
CA_4,down,-6,0.007906358518839817,0.03454680266992564,0.22885934175675876,0.8189782424695174,0.025038897789871357,433.0,433.0
CA_4,down,-5,0.017797021048419927,0.030391723713246888,0.5855877480441398,0.5581525837161442,0.03492956031945045,433.0,433.0
CA_4,down,-4,0.035520723150556446,0.031695074997842784,1.1207016595787844,0.26241487555111187,0.05265326242158808,433.0,433.0
CA_4,down,-3,0.02591360692638134,0.030024138826739454,0.8630924295921093,0.38808664992249553,0.04304614619741169,433.0,433.0
CA_4,down,-2,-0.0004950908871954041,0.02470438885231511,-0.020040604532056975,0.9840109813290283,0.016637448383836274,433.0,433.0
CA_4,up,-8,0.08541339751216714,0.039347676945603496,2.170735457400638,0.029951175284467384,0.06684818915443407,476.0,476.0
CA_4,up,-7,0.08486750031990947,0.038188495901827706,2.2223315769775502,0.026260905660806484,0.0663022919621747,478.0,478.0
CA_4,up,-6,0.12952266719082994,0.0355946867688898,3.6388202551633175,0.0002738898750131024,0.11095745883309566,478.0,478.0
CA_4,up,-5,0.07181015383267221,0.035250513037605534,2.037137835584536,0.04163623128297524,0.053244945474938354,478.0,478.0
CA_4,up,-4,0.09968267825560503,0.03560687542449987,2.7995345580650643,0.005117633830242628,0.08111746989787177,478.0,478.0
CA_4,up,-3,0.09880198234404991,0.03268164611825487,3.023164193949901,0.0025014647978840497,0.08023677398631567,478.0,478.0
CA_4,up,-2,0.07218068760192764,0.029637790903844916,2.435427385128209,0.014874209710419192,0.053615479244194214,478.0,478.0
TX_1,down,-8,0.00626992773782263,0.030751958289952062,0.20388710464241475,0.8384417224228906,0.06838212182240452,452.0,452.0
TX_1,down,-7,0.013824053761572662,0.031398404323477735,0.44027886319165305,0.6597351475360341,0.0759362478461534,454.0,454.0
TX_1,down,-6,-0.0369049620230475,0.03307788986459157,-1.1156987998364625,0.264551084478999,0.025207232061532272,454.0,454.0
TX_1,down,-5,0.006529075204026038,0.03077006943479831,0.21218916056920606,0.8319594628204869,0.06864126928860761,454.0,454.0
TX_1,down,-4,-0.022684757835293654,0.03013658471355311,-0.7527315404486362,0.4516112526536963,0.039427436249287004,454.0,454.0
TX_1,down,-3,-0.02168020693194444,0.029084780209263254,-0.7454141573687904,0.456021387926106,0.04043198715263783,454.0,454.0
TX_1,down,-2,-0.022991602928947055,0.02640665073083589,-0.8706747085535927,0.38393179172359426,0.03912059115563199,454.0,454.0
TX_1,up,-8,0.1347253993259094,0.04229919484498821,3.1850582456623817,0.0014472487606622592,0.08557439584715454,322.0,322.0
TX_1,up,-7,0.1533523056838655,0.040753366429780925,3.7629359024387683,0.00016793025366718868,0.1042013022051101,323.0,323.0
TX_1,up,-6,0.10689627265692053,0.04012448094379909,2.6641160244950277,0.007719093391848848,0.05774526917816675,324.0,324.0
TX_1,up,-5,0.13852035483383562,0.03927736606203119,3.5267220977870273,0.0004207381225090218,0.0893693513550804,324.0,324.0
TX_1,up,-4,0.12903875357493583,0.03966554731812091,3.253169621990453,0.0011412534992899825,0.07988775009618306,324.0,324.0
TX_1,up,-3,0.15849038184695702,0.03719188251928689,4.2614240288796195,2.0312840708822106e-05,0.10933937836820308,324.0,324.0
TX_1,up,-2,0.11502937583134415,0.033991988083675914,3.3840143609189215,0.0007143426671167534,0.06587837235258806,324.0,324.0
TX_2,down,-8,-0.005672382448192011,0.03364148263393816,-0.16861273654061862,0.8661012616985923,0.021655421564420036,462.0,462.0
TX_2,down,-7,-0.005283337255449281,0.033035737533588766,-0.15992793410704087,0.8729378434947445,0.02204446675716539,464.0,464.0
TX_2,down,-6,0.03577769568846387,0.034166725984256976,1.0471502509473452,0.2950302859896423,0.06310549970107686,465.0,465.0
TX_2,down,-5,0.009934199951325245,0.03322316335261564,0.29901427043199164,0.7649291571785221,0.03726200396393945,465.0,465.0
TX_2,down,-4,0.01711211542270952,0.031262943538815945,0.5473609803076664,0.584130756906404,0.044439919435322724,465.0,465.0
TX_2,down,-3,0.019646737116283453,0.030412866929602787,0.6460008246430733,0.5182788213548761,0.04697454112889701,465.0,465.0
TX_2,down,-2,0.047026165836919404,0.02711118981245921,1.7345666554002759,0.0828175899040185,0.07435396984953173,465.0,465.0
TX_2,up,-8,-0.023713516890874517,0.045687571199363314,-0.5190364965429587,0.6037352907296444,0.003445304653941857,356.0,356.0
TX_2,up,-7,0.0160018208805748,0.0404608420915981,0.39548907173876297,0.6924819851613486,0.043160642425389424,358.0,358.0
TX_2,up,-6,0.04393041440027744,0.03779215561601649,1.162421504786023,0.24506429225365256,0.07108923594509,359.0,359.0
TX_2,up,-5,0.05252899895805614,0.037846484272893804,1.3879492366924597,0.16515250340725485,0.07968782050286793,359.0,359.0
TX_2,up,-4,0.07799363645330881,0.03944553024125361,1.9772490311650104,0.0480134878321896,0.10515245799811905,359.0,359.0
TX_2,up,-3,0.06327319921843894,0.03834098624974501,1.6502757338137002,0.09888655309968751,0.09043202076325194,359.0,359.0
TX_2,up,-2,0.05597018616103348,0.03445521697897169,1.6244328455453512,0.1042834618357986,0.08312900770584601,359.0,359.0
TX_3,down,-8,0.00486060992319188,0.032571891159533246,0.1492271326643329,0.8813744109238715,0.04731460601485091,508.0,508.0
TX_3,down,-7,-0.009101368574952329,0.03054198076098212,-0.29799536075209226,0.7657067044478468,0.03335262751670971,510.0,510.0
TX_3,down,-6,-0.020757920722154564,0.029502018148405047,-0.7036101943173941,0.48167556101828335,0.021696075369508336,510.0,510.0
TX_3,down,-5,-0.026405038140366738,0.029526711854627668,-0.8942762834673148,0.3711740860549225,0.01604895795129359,510.0,510.0
TX_3,down,-4,0.013219098713371537,0.02813392705230454,0.46986326113647614,0.6384527138740974,0.0556730948050351,510.0,510.0
TX_3,down,-3,-0.0027500966350832113,0.027766590501193768,-0.09904336778276672,0.9211038368494343,0.03970389945657805,510.0,510.0
TX_3,down,-2,-0.0005661365530457279,0.02482114947845449,-0.02280863557657358,0.9818029196237027,0.041887859538615076,510.0,510.0
TX_3,up,-8,0.0241160782454587,0.04065878169124976,0.5931333218144301,0.5530919317870591,-0.0019722841011341587,356.0,356.0
TX_3,up,-7,0.11999483554355975,0.041066488243643645,2.9219648593189067,0.0034783078250769464,0.09390647319696599,357.0,357.0
TX_3,up,-6,0.11311509864362038,0.03812779653312279,2.9667357919662054,0.0030097947650893605,0.0870267362970251,357.0,357.0
TX_3,up,-5,0.11752922564826446,0.03789415464682136,3.10151332688782,0.001925342056492316,0.09144086330166643,357.0,357.0
TX_3,up,-4,0.10561605195321869,0.03858605121963208,2.737156268000873,0.006197284674945249,0.07952768960662593,357.0,357.0
TX_3,up,-3,0.09192637352153367,0.04067059667256344,2.260266163824137,0.023804736649181413,0.06583801117493997,357.0,357.0
TX_3,up,-2,0.09026084899244054,0.03520600594072988,2.563791221997654,0.010353580243728738,0.06417248664584693,357.0,357.0
WI_1,down,-8,0.021136437968570638,0.033987196851701866,0.621894122683797,0.5340114900103414,0.028637008010866633,433.0,433.0
WI_1,down,-7,0.017906176890047892,0.035357596619310344,0.5064308268132834,0.6125542384287883,0.02540674693234599,435.0,435.0
WI_1,down,-6,0.03841956616045761,0.031760695545266504,1.2096575815129942,0.22641031303671066,0.045920136202754626,435.0,435.0
WI_1,down,-5,0.04230591809698795,0.031989826993842986,1.322480365559041,0.18600824326056375,0.04980648813928522,435.0,435.0
WI_1,down,-4,0.03788965162257735,0.0308534970003306,1.2280504742192222,0.21942802092596947,0.04539022166487503,435.0,435.0
WI_1,down,-3,0.042600596385125304,0.029588933477986593,1.4397476143173276,0.14993881698479694,0.050101166427421406,435.0,435.0
WI_1,down,-2,0.030357019357400435,0.02717460829405628,1.117109730852688,0.2639474103766807,0.037857589399698494,435.0,435.0
WI_1,up,-8,0.01921836365999624,0.040489680727344185,0.47464843670692036,0.6350375761249492,-0.015528048109403177,458.0,458.0
WI_1,up,-7,0.0515184914661246,0.037873722471939986,1.360270079189966,0.1737444731430975,0.016772079696728268,459.0,459.0
WI_1,up,-6,0.10838699719742967,0.0365490800400359,2.965519161595926,0.00302172520785253,0.07364058542803267,459.0,459.0
WI_1,up,-5,0.09721167421843285,0.03374479628434979,2.8807900749875865,0.003966797466583162,0.062465262449036496,459.0,459.0
WI_1,up,-4,0.1905274565402562,0.033065742102313056,5.762080159904477,8.308351919994228e-09,0.1557810447708597,459.0,459.0
WI_1,up,-3,0.12564142173181955,0.03251619828578122,3.8639640657733474,0.00011156164059580634,0.0908950099624223,459.0,459.0
WI_1,up,-2,0.17194322041352053,0.029362587524303183,5.855860634598517,4.745460479919013e-09,0.13719680864412095,459.0,459.0
WI_2,down,-8,0.06910736536343651,0.031518252096760076,2.192614144695556,0.02833519114984947,0.04390176709462772,477.0,477.0
WI_2,down,-7,0.028645539002209713,0.03199266250941282,0.8953784010249749,0.37058484267222,0.0034399407333970365,477.0,477.0
WI_2,down,-6,0.017653150997637968,0.032970437146282165,0.5354236256958026,0.5923569567521074,-0.0075524472711712195,478.0,478.0
WI_2,down,-5,0.05625044726018253,0.03242298139966052,1.734894350609333,0.08275951999381627,0.031044848991375544,478.0,478.0
WI_2,down,-4,0.05304222421100966,0.029069377613039724,1.8246769819803907,0.06804978878884049,0.02783662594219949,478.0,478.0
WI_2,down,-3,0.052049128734652755,0.029233797282324715,1.7804436499298915,0.0750033835859813,0.026843530465843014,478.0,478.0
WI_2,down,-2,0.07046219513559732,0.021287979719544478,3.309952191983067,0.0009331190754978098,0.04525659686678852,478.0,478.0
WI_2,up,-8,0.06098889693874422,0.03854362233808572,1.5823343328704185,0.11357326695045634,0.03693911913269007,414.0,414.0
WI_2,up,-7,0.11157230068356708,0.03491792396045724,3.1952730296886207,0.0013969861481095177,0.08752252287751344,415.0,415.0
WI_2,up,-6,0.1127377924195106,0.03412616418537641,3.3035588707570156,0.0009546592260452521,0.08868801461345764,417.0,417.0
WI_2,up,-5,0.08410232376335314,0.03480079597431922,2.4166781652182703,0.015662858902971182,0.06005254595730042,417.0,417.0
WI_2,up,-4,0.14592744135836336,0.032173060279107824,4.535702854885833,5.741196516752639e-06,0.12187766355231099,417.0,417.0
WI_2,up,-3,0.10761643435616061,0.03264567184858931,3.29649929875194,0.0009789785901772703,0.08356665655010488,417.0,417.0
WI_2,up,-2,0.06975971964915174,0.028388419511169292,2.4573301666795895,0.0139973976737546,0.04570994184309834,417.0,417.0
WI_3,down,-8,0.0045733044909832855,0.034661904514033594,0.1319403695527373,0.8950314574465721,0.03676334138203364,417.0,417.0
WI_3,down,-7,-0.027467723373486262,0.03312124734365655,-0.8293082409756207,0.4069300088453238,0.004722313517560324,418.0,418.0
WI_3,down,-6,0.017899885788672472,0.03279594699887745,0.5457956676562855,0.5852064016302512,0.0500899226797207,418.0,418.0
WI_3,down,-5,-0.01917009703935577,0.032577828093905484,-0.5884399961869167,0.5562369982784325,0.013019939851692261,418.0,418.0
WI_3,down,-4,0.037206306122100116,0.032288563396259816,1.1523060244423866,0.24919534224833462,0.06939634301314776,418.0,418.0
WI_3,down,-3,0.02088208715026104,0.031249969124138566,0.6682274490354932,0.5039884164813682,0.053072124041306415,418.0,418.0
WI_3,down,-2,-0.011698143602006996,0.028165120827628495,-0.4153415024774804,0.6778919233021443,0.020491893289039616,418.0,418.0
WI_3,up,-8,0.04762649799516131,0.04101980259117148,1.1610611213768192,0.2456170440627231,0.04455586612562518,448.0,448.0
WI_3,up,-7,0.0020727025835498808,0.04093824400544397,0.05062998264591546,0.9596203707605616,-0.0009979292859866014,449.0,449.0
WI_3,up,-6,0.06383672315387581,0.03667445700254275,1.7406317194948469,0.08174815392782409,0.06076609128433742,451.0,451.0
WI_3,up,-5,0.06914073248572386,0.03998835641861185,1.7290216122396962,0.08380522711107961,0.06607010061618616,451.0,451.0
WI_3,up,-4,0.10977825146526185,0.03751615774921397,2.92615923515147,0.0034317523518955506,0.10670761959572313,451.0,451.0
WI_3,up,-3,0.07330241864438083,0.03532544548967443,2.075059992259886,0.03798097504196913,0.07023178677484299,451.0,451.0
WI_3,up,-2,0.08308416126668387,0.03231507942770456,2.5710647393753163,0.010138637210858925,0.08001352939714663,451.0,451.0
